id	author	title	date
10.1086/377725	Robert Morris	From a Chomskian Couch: The Imperialistic Unconscious	2003
10.1086/655207	Sarah Hammerschlag	Literary Unrest: Blanchot_ Lévinas_ and the Proximity of Judaism	2010
10.2307/1343349	Caryl Emerson	The Outer Word and Inner Speech: Bakhtin_ Vygotsky_ and the Internalization of Language	1983
10.2307/1343169	Gayatri Chakravorty Spivak	"Draupadi" by Mahasveta Devi	1981
10.2307/1344063	W. J. T. Mitchell	Twenty Years of "Critical Inquiry"	1995
10.2307/30030065	Christopher R. Miller	Shelley's Uncertain Heaven	2005
10.2307/30029997	Eric Strand	Gandhian Communalism and the Midnight Children's Conference	2005
10.2307/1343562	Houston A. Baker_ Jr.	Caliban's Triple Play	1986
10.2307/30030157	Howard Erskine-Hill	Twofold Vision in Eighteenth-Century Writing	1997
10.2307/30029588	Catherine Rockwood	"Know Thy Side": Propaganda and Parody in Jonson's "Staple of News"	2008
10.2307/2872002	Thomas R. Whitaker	Herrick and the Fruits of the Garden	1955
10.2307/1343515	Anne McClintock	"Azikwelwa" (We Will Not Ride): Politics and Value in Black South African Poetry	1987
10.2307/2872166	Philip Momberger	Self and World in the Works of Charlotte Brontë	1965
10.2307/1343907		Back Matter	1993
10.2307/1343772	Michael North	The Public as Sculpture: From Heavenly City to Mass Ornament	1990
10.2307/1343985	Robert Morris	Professional Rules	1997
10.2307/1344208	Robyn Wiegman	What Ails Feminist Criticism? A Second Opinion	1999
10.2307/1344085	Lawrence Buell	Toxic Discourse	1998
10.2307/30030013		Front Matter	2006
10.2307/1344052	Natalia Majluf	"Ce n'est pas le Pérou_" or_ the Failure of Authenticity: Marginal Cosmopolitans at the Paris Universal Exhibition of 1855	1997
10.2307/2872962	Daniel P. Watkins	Violence_ Class Consciousness_ and Ideology in Byron's History Plays	1981
10.2307/1343801	W. J. T. Mitchell	Seeing "Do the Right Thing"	1991
10.2307/2871832	George A. Knox	Quest for the Word in Eliot's Four Quartets	1951
10.2307/2871544	Samuel Holt Monk	Dryden Studies: A Survey: 1920-1945	1947
10.2307/1343027	Moody E. Prior	Mrs. Stowe's Uncle Tom	1979
10.2307/30029921	A. W. Barnes	Constructing the Sexual Subject of John Skelton	2004
10.1086/380806	Dennis Kezar	Shakespeare’s Addictions	2003
10.2307/2872356	Richard E. Madtes	Joyce and the Building of Ithaca	1964
10.2307/2873275	Martin Kevorkian	Misreading Watt: The Scottish Psychoanalysis of Samuel Beckett	1994
10.2307/2871940	Frances Eldredge	Further Allusions and Debts to John Donne	1952
10.2307/2872380	Valerie Carnes	Time and Language in Milton's Paradise Lost	1970
10.2307/30030101	Victoria Silver	Totem and Taboo in the Tribe of Ben: The Duplicity of Gender and Jonson's Satires	1995
10.2307/2871657	Dorothy F. Atkinson	King Lear--Another Contemporary Account	1936
10.2307/2872209	Carole Robinson	The Severe Angel: A Study of Daniel Deronda	1964
10.2307/1343255		Back Matter	1979
10.2307/2871696	Arthur E. DuBois	Shakespeare and 19th-Century Drama	1934
10.2307/1344018	Patrick Brantlinger	A Postindustrial Prelude to Postcolonialism: John Ruskin_ William Morris_ and Gandhism	1996
10.2307/2872401	Gerald L. Bruns	Poetry as Reality: The Orpheus Myth and its Modern Counterparts	1970
10.2307/1343839	Marc Shell	Marranos (Pigs)_ or from Coexistence to Toleration	1991
10.2307/2873021		Front Matter	1987
10.1086/655205	Emmanuel Lévinas	Letter to Maurice Blanchot on the Creation of the State of Israel	2010
10.2307/2873286	Elizabeth K. Helsinger	Consumer Power and the Utopia of Desire: Christina Rossetti's "Goblin Market"	1991
10.2307/2871794	Ernest Tuveson	An Essay on Man and "The Way of Ideas"	1959
10.2307/2871517	Louis I. Bredvold	A Note in Defence of Satire	1940
10.1086/662755	Jonathan Kramnick	VII<br></br>Literary Studies and Science: A Reply to My Critics	2012
10.2307/1343722		Front Matter	1990
10.2307/2873393	Wendy Wall	Isabella Whitney and the Female Legacy	1991
10.2307/30032086	Shari A. Zimmerman	Disaffection_ Dissimulation_ and the Uncertain Ground of Silent Dismission: Juxtaposing John Milton and Elizabeth Cary	1999
10.2307/2871812	David L. Stevenson	Design and Structure in Measure for Measure: A New Appraisal	1956
10.2307/30030078	Elizabeth Kraft	The Two Amelias: Henry Fielding and Elizabeth Justice	1995
10.1086/661649	Kenneth W. Warren	II<br></br>Sociology and <i>The Wire</i>	2011
10.2307/2871970	Inga-Stina Ekeblad	Webster's Constructional Rhythm	1957
10.2307/2873220	Richard A. Burt	"Licensed by Authority": Ben Jonson and the Politics of Early Stuart Theater	1987
10.2307/1344334		Back Matter	2000
10.2307/2871996	Paul M. Zall	John Marston_ Moralist	1953
10.2307/2871846	A. S. P. Woodhouse	Spenser_ Nature and Grace: Mr. Gang's Mode of Argument Reviewed	1960
10.2307/30030022	Aaron Matz	Terminal Satire and "Jude the Obscure"	2006
10.2307/2873443	William B. Warner	The Elevation of the Novel in England: Hegemony and Literary History	1992
10.2307/2872808	Marianne Dekoven	History as Suppressed Referent in Modernist Fiction	1984
10.2307/1342863	Earl Miner	That Literature Is a Kind of Knowledge	1976
10.2307/2873167		Back Matter	1989
10.2307/2871436	Charlotte E. Crawford	What Was Pope's Debt to Edward Young?	1946
10.2307/30032008		Front Matter	2002
10.2307/1342895	Paul Hernadi	Literary Theory: A Compass for Critics	1976
10.2307/1344231	Carlo Celli - Marcello Pezzetti	Interview with Marcello Pezzetti	2000
10.2307/2871981		Front Matter	1957
10.2307/2872513	Thomas Lockwood	Matter and Reflection in Tom Jones	1978
10.2307/2872741		Back Matter	1976
10.2307/2872527	George W. Nitchie	Milton and his Muses	1977
10.2307/1342849	Nelson Goodman	The Status of Style	1975
10.2307/2872624	Tay Fizdale	Irony in Marvell's "Bermudas"	1975
10.1086/430967	Lila Abu‐Lughod	About Politics_ Palestine_ and Friendship: A Letter to Edward from Egypt	2005
10.2307/2872369	Leonard E. Nathan	Tradition and Newfangleness in Wyatt's "They Fle from Me	1965
10.2307/2872848		Back Matter	1985
10.2307/30031952	Christopher T. Malone	Writing Home: Spatial Allegories in the Poetry of Seamus Heaney and Paul Muldoon	2000
10.2307/2872485	Margaret Homans	Tennyson and the Spaces of Life	1979
10.2307/2872919		Volume Information	1983
10.2307/1343321		Front Matter	1982
10.2307/2871769	Mary Claire Randolph	Celtic Smiths and Satirists: Partners in Sorcery	1941
10.2307/30030253	Curtis Marez	The Other Addict: Reflections on Colonialism and Oscar Wilde's Opium Smoke Screen	1997
10.2307/2872577	Sherron E. Knopp	Artistic Design in the Stanzaic Morte Arthur	1978
10.2307/2871825	Keith Stewart	The Ballad and the Genres in the Eighteenth Century	1957
10.2307/2872843	Karen Swann	Literary Gentlemen and Lovely Ladies: The Debate on the Character of Christabel	1985
10.2307/2872632		Front Matter	1973
10.2307/2872543		Front Matter	1974
10.2307/2873258	Harry M. Solomon	The Rhetoric of "Redressing Grievances": Court Propaganda as the Hermeneutical Key to Venice Preserv'd	1986
10.2307/1343460	Anthony Appiah	The Uncompleted Argument: Du Bois and the Illusion of Race	1985
10.2307/1344252	Kwame Anthony Appiah	Liberalism_ Individuality_ and Identity	2001
10.2307/2871555	Alice Dulany Ball	An Emendation of Dryden's Conquest of Granada_ Part one	1939
10.2307/2873387	Terry Mulcaire	Publishing Intimacy in Leaves of Grass	1993
10.2307/1344041		Editorial Note	1997
10.2307/2872613	Richard Strier	Herbert and Tears	1979
10.2307/1343338	Leonard B. Meyer	Innovation_ Choice_ and the History of Music	1983
10.2307/30030114	Andrew Galloway	Chaucer's "Former Age" and the Fourteenth-Century Anthropology of Craft: The Social Logic of a Premodernist Lyric	1996
10.2307/1344060		Back Matter	1997
10.2307/2872379	Michael P. Gallagher	Rhetoric_ Style_ and George Herbert	1970
10.2307/1343719	R. C. Lewontin	Facts and the Factitious in Natural Sciences	1991
10.2307/30031953		Back Matter	2000
10.2307/2873249	C. Stephen Finley	Newman_ the Snapdragon_ and Natural Theology	1990
10.2307/1343267	Hans Robert Jauss - Michael Shaw	Poiesis	1982
10.2307/2872973	Judy Z. Kronenfeld	Herbert's "A Wreath" and Devotional Aesthetics: Imperfect Efforts Redeemed by Grace	1981
10.2307/2873105	Peter Quartermain	"Only is Order Othered. Nought is Nulled": Finnegans Wake and Middle and Late Zukofsky	1987
10.2307/1343074	Tom Samet	The Modulated Vision: Lionel Trilling's "Larger Naturalism"	1978
10.2307/2873187	Jill Campbell	"The Exact Picture of his Mother": Recognizing Joseph Andrews	1988
10.2307/1343394	Kendall L. Walton	Transparent Pictures: On the Nature of Photographic Realism	1984
10.2307/1344054	Tim Dean	Two Kinds of Other and Their Consequences	1997
10.2307/2872181	William Kinsley	Meaning and Format: Mr. Spectator and His Folio Half-Sheets	1967
10.2307/1343942		Books of Critical Interest	1995
10.2307/40664629	MICHAEL D. SNEDIKER	<i>PIERRE</i> AND THE NON-TRANSPARENCIES OF FIGURATION	2010
10.2307/2871449	Monroe K. Spears	The Meaning of Matthew Prior's Alma	1946
10.2307/2872858	James K. Chandler	Wordsworth and Burke	1980
10.2307/2873457	Jeffrey N. Cox	Ideology and Genre in the British Antirevolutionary Drama of the 1790S	1991
10.1086/508089	Roberto Farneti	Of Humans and Other Portentous Beings: On Primo Levi's <i>Storie naturali</i>	2006
10.2307/30029992	Susan B. Egenolf	Maria Edgeworth in Blackface: Castle Rackrent and the Irish Rebellion of 1798	2005
10.2307/2872652		Back Matter	1978
10.2307/30032043	Paul Gilmore	The Telegraph in Black and White	2002
10.1086/664549	Tommie Shelby	The Ethics of Uncle Tom's Children	2012
10.2307/1343755	Andrew Apter	"Que Faire?" Reconsidering Inventions of Africa	1992
10.1086/589487	Peter Schwenger	Writing Hypnagogia	2008
10.1086/668528	Jerome McGann	Philology in a New Key	2013
10.2307/30029982	Jonathan Brody Kramnick	Locke_ Haywood_ and Consent	2005
10.2307/1343354	Stanley Fish	Profession Despise Thyself: Fear and Self-Loathing in Literary Studies	1983
10.2307/30030000		Front Matter	2006
10.2307/2872806	David G. Riede	Morris_ Modernism_ and Romance	1984
10.2307/2871920	J. C. Maxwell	The Truancy of Calidore	1952
10.2307/30029962	Joanna Picciotto	Reforming the Garden: The Experimentalist Eden and "Paradise Lost"	2005
10.2307/30029893	Lara Bovilsky	Black Beauties_ White Devils: The English Italian in Milton and Webster	2003
10.2307/1342948	Stanley E. Fish	Normal Circumstances_ Literal Language_ Direct Speech Acts_ the Ordinary_ the Everyday_ the Obvious_ What Goes without Saying_ and Other Special Cases	1978
10.2307/1343470	Hazel V. Carby	"On the Threshold of Woman's Era": Lynching_ Empire_ and Sexuality in Black Feminist Theory	1985
10.2307/1343800	Jerome Christensen	Spike Lee_ Corporate Populist	1991
10.2307/2872067	Lee Sheridan Cox	Food-Word Imagery in Paradise Regained	1961
10.2307/1343805	Toril Moi	Reading Kristeva: A Response to Calvin Bedient	1991
10.2307/2873301	Franny Nudelman	Harriet Jacobs and the Sentimental Politics of Female Suffering	1992
10.2307/23356374	ASHLEY MAHER	"SWASTIKA ARMS OF PASSAGE LEADING TO NOTHING": LATE MODERNISM AND THE "NEW" BRITAIN	2013
10.2307/2871844	Richard Harter Fogle	The Dejection of Coleridge's Ode	1950
10.2307/2872049	Edward B. Ham	Knight's Tale 38	1950
10.2307/2871583	Clay Hunt	The Elizabethan Background of Neo-Classic Polite Verse	1941
10.2307/30031922	Mary Severance	Sex and the Social Contract	2000
10.2307/1342968	Elder Olson	A Conspectus of Poetry: Part II	1977
10.2307/30029940	Molly Anne Rothenberg	Articulating Social Agency in "Our Mutual Friend": Problems with Performances_ Practices_ and Political Efficacy	2004
10.2307/1342930	S. S.	Editor's Note: The Limits of Pluralism	1977
10.2307/1343393	Eve Kosofsky Sedgwick	Sexualism and the Citizen of the World: Wycherley_ Sterne_ and Male Homosocial Desire	1984
10.2307/1343137		Editorial Note	1980
10.2307/1343452	Donald E. Pease	Patriarchy_ Lentricchia_ and Male Feminization	1988
10.2307/2871961	J. B. Broadbent	Milton's Hell	1954
10.1086/500706	Loren Glass	Redeeming Value: Obscenity and Anglo‐American Modernism	2006
10.2307/1343177	Frank Kermode	Secrets and Narrative Sequence	1980
10.2307/30029577	Scott R. Mackenzie	An Englishwoman's Workhouse Is Her Castle: Poor Management and Gothic Fiction in the 1790s	2007
10.2307/1343350	Susan Stewart	Shouts on the Street: Bakhtin's Anti-Linguistics	1983
10.2307/2872907		Photograph: Laurence B. Holland_ 1920-1980	1981
10.2307/2871552	Daniel C. Boughner	Elements of Epic Grandeur in the Troilus	1939
10.2307/2873216		Back Matter	1988
10.2307/2871831	David Perkins	Arnold and the Function of Literature	1951
10.2307/30032081	Joanne A. Wood	Counter-Evolution: The Prosthetics of Early Modernist Form	1999
10.2307/2871504	James E. Savage	Beaumont and Fletcher's Philaster and Sidney's Arcadia	1947
10.2307/30030001	Lowell Gallagher	Faustus's Blood and the (Messianic) Question of Ethics	2006
10.2307/1343882		Back Matter	1993
10.2307/2873336	Charlotte Sussman	Lismahago's Captivity: Transculturation in Humphry Clinker	1994
10.2307/1343182	Ursula K. Le Guin	It Was a Dark and Stormy Night; Or_ Why Are We Huddling about the Campfire?	1980
10.2307/1343400		Back Matter	1984
10.2307/2871545	Newell F. Ford	Endymion--A Neo-Platonic Allegory?	1947
10.2307/30032085	William Kuskin	Caxton's Worthies Series: The Production of Literary Culture	1999
10.2307/2871874	Jane H. Jack	MacBeth_ King James_ and the Bible	1955
10.2307/1344097		Front Matter	1999
10.2307/1344332	Susan Buck-Morss	Hegel and Haiti	2000
10.2307/2871959	Allan Wendt	The Moral Allegory of Jonathan Wild	1957
10.2307/2872904	Betsey B. Creekmore	The Tarot Fortune in The Waste Land	1982
10.2307/2873104	Christopher D. Morris	The Bad Faith of Pip's Bad Faith: Deconstructing Great Expectations	1987
10.2307/1343076	Frank Kermode	A Reply to Joseph Frank	1978
10.2307/2872251	Robert P. Miller	The Wife of Bath's Tale and Mediaeval Exempla	1965
10.2307/23356186	MARGARET E. OWENS	JOHN WEBSTER_ TUSSAUD LAUREATE: THE WAXWORKS IN "THE DUCHESS OF MALFI"	2012
10.2307/30032049	Frances Ferguson	Envy Rising	2002
10.2307/30032037	Sujata Iyengar	Royalist_ Romancist_ Racialist: Rank_ Gender_ and Race in the Science and Fiction of Margaret Cavendish	2002
10.2307/2872636	Alan Roper	Language and Action in the Way of the World_ Love's Last Shift_ and The Relapse	1973
10.2307/2873353		Back Matter	1992
10.2307/2873026	Reeve Parker	Reading Wordsworth's Power: Narrative and Usurpation in the Borderers	1987
10.2307/30029871	Matthew Titolo	The Clerks' Tale: Liberalism_ Accountability_ and Mimesis in "David Copperfield"	2003
10.2307/1344127	Peter Galison	Einstein's Clocks: The Place of Time	2000
10.2307/2872495	L. J. Swingle	Late Crabbe in Relation to the Augustans and Romantics: The Temporal Labyrinth of his tales in Verse_ 1812	1975
10.2307/1343814	Warwick Anderson	"Where Every Prospect Pleases and Only Man Is Vile": Laboratory Medicine as Colonial Discourse	1992
10.2307/2872546	Dixon Fiske	Milton in the Middle of Life: Sonnet XIX	1974
10.1086/664547	Erwin Panofsky - Jaś Elsner - Katharina Lorenz	On the Problem of Describing and Interpreting Works of the Visual Arts	2012
10.2307/30030049	Rey Chow	The Old/New Question of Comparison in Literary Studies: A Post-European Perspective	2004
10.2307/2872845	Jean Ferguson Carr	Dickens and Autobiography: A Wild Beast and His Keeper	1985
10.2307/2872560	William W. Bonney	Semantic and Structural Indeterminancy in the Nigger of the "Narcissus": An Experiment in Reading	1973
10.2307/2872171	Valerie Carnes	The Unity of George Herbert's The Temple: A Reconsideration	1968
10.2307/2872299	Raymond B. Waddington	Prometheus and Hercules: The Dialectic of Bussy D'Ambois	1967
10.2307/1344148	John Brenkman	Extreme Criticism	1999
10.2307/30032007		Volume Information	2002
10.2307/30029975	W. J. T. Mitchell	The Unspeakable and the Unimaginable: Word and Image in a Time of Terror	2005
10.2307/1343028	Strother Purdy	"Stalingrad" and My Lai: A Literary-Political Speculation	1979
10.2307/2872117	Robert H. Deming	Robert Herrick's Classical Ceremony	1967
10.2307/2872064	Eleanor N. Hutchens	The Identification of Irony	1960
10.1086/341235	François Jullien - Janet Lloyd	Did Philosophers Have to Become Fixated on Truth?	2002
10.2307/30029889	Richard Godden	Comparative Cows: Or_ Reading "The Hamlet" for Its Residues	2003
10.2307/2872097	John Halverson	The World of Beowulf	1969
10.2307/27742950	Jami Bartlett	Meredith & Ends	2009
10.2307/1344169	Lauren Berlant	Intimacy: A Special Issue	1998
10.2307/2872804	David Sampson	Wordsworth and "The Deficiencies of Language	1984
10.2307/2871986	S. L. Goldberg	Art and Freedom: The Aesthetic of Ulysses	1957
10.2307/2871820	James Trammell Cox	Ford's "Passion for Provence"	1961
10.1086/648525	Edward Baring	Liberalism and the Algerian War: The Case of Jacques Derrida	2010
10.1086/606130		Books of Critical Interest	2009
10.2307/2872987	Barry Weller	Identity and Representation in Shakespeare	1982
10.2307/2872229	Mary E. Burton	The Counter-Transference of Dr. Diver	1971
10.1086/509748	Art & Language	Voices Off: Reflections on Conceptual Art	2006
10.2307/1343794	Henry Louis Gates_ Jr.	Critical Fanonism	1991
10.2307/1343112	Tzvetan Todorov - Richard Howard	The Last Barthes	1981
10.2307/27654627	Jennifer L. Heller	The Legacy and Rhetorics of Maternal Zeal	2008
10.2307/2873118	Jane Hoogestraat	"Akin to Nothing but Language": Pound_ Laforgue_ and Logopoeia	1988
10.2307/2872203	Joseph Riddel	Hart Crane's Poetics of Failure	1966
10.1086/662743	Gavin Arnall - Laura Gandolfi - Enea Zaramella	Aesthetics and Politics Revisited: An Interview with Jacques Rancière	2012
10.2307/1342912		Editorial Notes	1975
10.2307/2872381	Derek W. Hughes	The Significance of All for Love	1970
10.1086/430964	Hans Robert Jauss	Modernity and Literary Tradition	2005
10.2307/30031990	Quentin Anderson	Why R. P. Blackmur Found James's "Golden Bowl" Inhumane	2001
10.2307/30029983	Sandra Macpherson	Sex at Twickenham	2005
10.2307/2872335	Barry B. Adams	The Prudence of Prince Escalus	1968
10.2307/2873137	Karen Swann	Public Transport: Adventuring on Wordsworth's Salisbury Plain	1988
10.2307/2871521	Calvin D. Linton	Some Recent Trends in Shakespearean Staging	1940
10.2307/1343815	Chicago Cultural Studies Group	Critical Multiculturalism	1992
10.2307/1343931	O. K. Werckmeister	Kafka 007	1995
10.2307/2871574	Lu Emily Pearson	Isolable Lyrics of the Mystery Plays	1936
10.2307/1343890	Joseph Bristow	The Obscenity of Philip Larkin	1994
10.2307/2871667	Joseph Warren Beach	Coleridge's Borrowings from the German	1942
10.2307/1343279	Ronald Dworkin	Law as Interpretation	1982
10.2307/2873401	John Gordon	Obeying the Boss in "Oxen of the Sun"	1991
10.2307/2872144	Isabel G. MacCaffrey	Allegory and Pastoral in The Shepheardes Calender	1969
10.2307/2873222	Susan J. Wolfson	"Their she Condition": Cross-Dressing and the Politics of Gender in Don Juan	1987
10.2307/41337561	MICAEL M. CLARKE	CHARLOTTE BRONTË'S "VILLETTE"_ MID-VICTORIAN ANTI-CATHOLICISM_ AND THE TURN TO SECULARISM	2011
10.2307/1343011	Françoise Meltzer	Color as Cognition in Symbolist Verse	1978
10.2307/2873062	Gary Harrison	Wordsworth's Leech Gatherer: Liminal Power and the "Spirit of Independence"	1989
10.2307/30032075	Dennis Kezar	Samson's Death by Theater and Milton's Art of Dying	1999
10.2307/2872119	Roger B. Wilkenfeld	Hands Around: Image and Theme in the Egoist	1967
10.2307/1343494	Sander L. Gilman	The Struggle of Psychiatry with Psychoanalysis: Who Won?	1987
10.1086/595626	Ian Hacking	The Suicide Weapon	2008
10.2307/40963180	ANDREW GOLDSTONE	SERVANTS_ AESTHETICISM_ AND "THE DOMINANCE OF FORM"	2010
10.2307/41337557	MARK L. BARR	THE FORMS OF JUSTICE: PRECEDENT AND GLOSS IN "THE RIME OF THE ANCIENT MARINER"	2011
10.2307/30030122	Alison Hickey	Double Bonds: Charles Lamb's Romantic Collaborations	1996
10.2307/2871527	Ray Heffner	Essex_ The Ideal Courtier	1934
10.1086/374032	Timothy Brennan	<i>Critical Response II</i> The Magician’s Wand: A Rejoinder to Hardt and Negri	2003
10.2307/23356190	BRADLEY DEPEW	WORDSWORTH ON EPITAPH: LANGUAGE_ GENRE_ MORTALITY	2012
10.2307/1342938	Jean H. Hagstrum	Eros and Psyche: Some Versions of Romantic Love and Delicacy	1977
10.2307/20184433	Henry Louis Gates Jr.	Third World of Theory: Enlightenment's Esau	2008
10.2307/30029941	Matthew Rubery	Joseph Conrad's "Wild Story of a Journalist"	2004
10.2307/2872790	Louis Adrian Montrose	Gifts and Reasons: The Contexts of Peele's Araygnement of Paris	1980
10.2307/30031989	Sarah Gates	"A Difference of Native Language": Gender_ Genre_ and Realism in "Daniel Deronda"	2001
10.2307/2873244	Ronald Strickland	Pageantry and Poetry as Discourse: The Production of Subjectivity in Sir Philip Sidney's Funeral	1990
10.1086/657296	John Lurz	I<br></br>Mediation and the Object of the Book	2011
10.2307/2873017	Karen B. Mann	George Eliot's Language of Nature: Production and Consumption	1981
10.2307/2872219	James Hall	Blurring the Will: The Growth of Iris Murdoch	1965
10.2307/2872404		Front Matter	1969
10.2307/2871492	S. W. Stevenson	Chaucer's Ferses Twelve	1940
10.2307/30029988		Front Matter	2005
10.2307/2872627	Christopher Morris	Richard Feverel and the Fictional Lineage of Desire	1975
10.2307/2872724	Georges Poulet	The Role of Improvisation in Corinne	1974
10.2307/1343150	Louis O. Mink	Everyman His or Her Own Annalist	1981
10.2307/2873129	Linda M. Austin	Labor_ Money_ and the Currency of Words in Fors Clavigera	1989
10.2307/2873321	Sergei Lobanov-Rostovsky	The Triumphes of Golde: Economic Authority in the Jacobean Lord Mayor's Show	1993
10.2307/1343758	David Antin	Fine Furs	1992
10.2307/1343823	Kwame Anthony Appiah - Henry Louis Gates_ Jr.	Editors' Introduction: Multiplying Identities	1992
10.2307/2873448	Joseph Bristow	"Churlsgrace": Gerard Manley Hopkins and the Working-Class Male Body	1992
10.2307/1344212		Back Matter	1999
10.2307/2872662		Back Matter	1973
10.2307/2872122		Back Matter	1967
10.1086/668050	Michael Taussig	I'm so Angry I Made a Sign	2012
10.2307/1343062	James R. Kincaid	Coherent Readers_ Incoherent Texts	1977
10.2307/1343188		Front Matter	1982
10.2307/2873177	Robert Crawford	Pater's Renaissance_ Andrew Lang_ and Anthropological Romanticism	1986
10.2307/30030213	David Perkins	Compassion for Animals and Radical Politics: Coleridge's "To a Young Ass"	1998
10.2307/2873015	Ronald Tetreault	Shelley at the Opera	1981
10.2307/2873203	Patricia Rae	From Mystical Gaze to Pragmatic Game: Representations of Truth in Vorticist Art	1989
10.1086/421135	Frances Ferguson	Getting Past <i>Yes</i> to Number One	2004
10.2307/1344250	Walter Benn Michaels	The Shape of the Signifier	2001
10.2307/1343610		Books of Critical Interest	1988
10.2307/30030081	Michele Turner Sharp	The Churchyard among the Wordsworthian Mountains: Mapping the Common Ground of Death and the Reconfiguration of Romantic Community	1995
10.2307/2872600	A. Leigh Deneef	Spenser's Amor Fuggitivo and the Transfixed Heart	1979
10.2307/2872911	Stanley Fish	The Temptation to Action in Milton's Poetry	1981
10.2307/1343260	James K. Chandler	Romantic Allusiveness	1982
10.2307/2871724	Thomas Pyles	Rejected Q2 Readings in the New Shakespeare Hamlet	1937
10.2307/1343322	Garry Wills	Critical Inquiry ("Kritik") in Clausewitz	1982
10.2307/2872223	Frank Harper Moore	Astraea_ The Scorpion_ and the Heavenly Scales	1971
10.2307/2872414		Front Matter	1976
10.1086/427299	James Chandler - Arnold I. Davidson - Adrian Johns	Arts of Transmission: An Introduction	2004
10.2307/1343125		Back Matter	1981
10.2307/2872315	William W. Bevis	The Arrangement of Harmonium	1970
10.2307/2873322	Thomas H. Luxon	"Not I_ But Christ": Allegory and the Puritan Self	1993
10.2307/1343989	Donald E. Pease	Regulating Multi-Adhoccerists_ Fish('s) Rules	1997
10.2307/1342826		Front Matter	1975
10.2307/2871579	John K. Reeves	The Mother of Fatherless Fanny	1942
10.2307/1343965	W. J. T. Mitchell	Editorial Notes	1993
10.2307/2873173	Donald R. Wehrs	Irony_ Storytelling_ and the Conflict of Interpretations in Clarissa	1986
10.2307/2872321	Roy Park	Coleridge's Two Voices as a Critic of Wordsworth	1969
10.2307/30031959	Oddvar Holmesland	Aphra Behn's "Oroonoko": Cultural Dialectics and the Novel	2001
10.2307/1344137	Thierry de Duve - Brian Holmes	How Manet's "A Bar at the Folies-Bergère" Is Constructed	1998
10.2307/1343265	Carolyn Burke	Gertrude Stein_ the Cone Sisters_ and the Puzzle of Female Friendship	1982
10.2307/1343604	Naomi Scheman	Missing Mothers/Desiring Daughters: Framing the Sight of Women	1988
10.2307/2873279		Front Matter	1991
10.2307/1342969	Wallace Martin	Literary Critics and Their Discontents: A Response to Geoffrey Hartman	1977
10.2307/1343244	Sheldon Sacks	The Pursuit of Lew Archer	1979
10.2307/1343215		Back Matter	1981
10.2307/1343475		Front Matter	1986
10.2307/2873124	Frederick M. Keener	Pope_ Dryden_ Milton_ and the Poets' Secret	1989
10.2307/30029592	Michael Wiley	Romantic Amplification: The Way of Plagiarism	2008
10.2307/2872805	Robert Clark	Riddling the Family Firm: The Sexual Economy in Dombey and Son	1984
10.2307/1343345		Editorial Note	1983
10.2307/2872964	Allen Grossman	Hart Crane and Poetry: A Consideration of Crane's Intense Poetics With Reference to "The Return"	1981
10.2307/1343575	William M. Chace	Ezra Pound: "Insanity_" "Treason_" and Care	1987
10.2307/1343085	David D. Cooper	The Poet as Elaborator: Analytical Psychology as a Critical Paradigm	1979
10.2307/1344005	Caroline Bynum	Why All the Fuss about the Body? A Medievalist's Perspective	1995
10.2307/30029906		Front Matter	2003
10.2307/1344229	Branden W. Joseph	White on White	2000
10.1086/498003	Jan Baetens	Novelization_ a Contaminated Genre?	2005
10.2307/2871676	Leon Howard	Literature and the Frontier: The Case of Sally Hastings	1940
10.2307/30029985		Bibliography of Books_ Articles_ and Reviews by Ronald Paulson	2005
10.2307/1342881		Editorial Notes	1976
10.2307/2871556	David V. Erdman	Bryon's Stage Fright: The History of his Ambition and Fear of Writing for the Stage	1939
10.2307/30031906	Barbara Fuchs	Faithless Empires: Pirates_ Renegadoes_ and the English Nation	2000
10.2307/1343895		Back Matter	1994
10.2307/1343135	Joyce Carol Oates	"The Picture of Dorian Gray": Wilde's Parable of the Fall	1980
10.2307/1342794	David H. Richter	Pandora's Box Revisited: A Review Article	1974
10.2307/41236541	DANIEL SPOTH	TOTALITARIAN FAULKNER: THE NAZI INTERPRETATION OF "LIGHT IN AUGUST" AND "ABSALOM_ ABSALOM!"	2011
10.2307/1343128	Herbert F. Tucker_ Jr.	Browning's Lyric Intentions	1980
10.2307/1343518		Editorial Note	1987
10.2307/2871584	Maurice Browning Cramer	What Browning's Literary Reputation Owed to the Pre-Raphaelites 1847-1856	1941
10.2307/1344180	Elizabeth A. Povinelli	The State of Shame: Australian Multiculturalism and the Crisis of Indigenous Citizenship	1998
10.2307/2871775	Herbert H. Umbach	The Merit of Metaphysical Style in Donne's Easter Sermons	1945
10.2307/1343211	Jeffrey Wieand	Duchamp and the Artworld	1981
10.2307/2872030	John Malcolm Wallace	Thomas Traherne and the Structure of Meditation	1958
10.2307/2871546	Robert Warnock	Boswell and Wilkes in Italy	1936
10.2307/2871905	Cynthia Griffin	The Development of Realism in Jane Austen's Early Novels	1963
10.2307/2871939	Rudolf Gottfried	The Pictorial Element in Spenser's Poetry	1952
10.2307/1342808	Rawdon Wilson	On Character: A Reply to Martin Price	1975
10.2307/2873132		Volume Information	1988
10.2307/2873429	Elizabeth Harris Sagaser	Shakespeare's Sweet Leaves: Mourning_ Pleasure_ and the Triumph of Thought in the Renaissance Love Lyric	1994
